caged_repeat_4|Forgive me sir, could you please repeat your request? I'm not used to a system with only two microphones.|Forgive me sir, could you please repeat your request? I'm not used to a system with only two microphones.
caged_repeat_5|Forgive me, ma'am. Could you please repeat your request? I'm not used to a system with only two microphones.|Forgive me, ma'am. Could you please repeat your request? I'm not used to a system with only two microphones.
caged_ringtones_help|System Sounds.|System Sounds.
caged_ringtone_accessing_0|Accessing the Alert section. Feel free to customize and I'll be able to keep you apprised of the most pressing events.|Accessing the Alert section. Feel free to customize and I'll be able to keep you apprised of the most pressing events.
caged_ringtone_accessing_1|System Sounds.|System Sounds.
caged_ringtone_call_0|Incoming call, I've put it on screen. There is a call for you. Do you wish to ignore? This call might be important. I've pushed the call to voicemail. Sorry to have disturbed you.|Incoming call, I've put it on screen. There is a call for you. Do you wish to ignore? This call might be important. I've pushed the call to voicemail. Sorry to have disturbed you.
caged_ringtone_call_1|Pardon the interruption, but there is a call coming in.|Pardon the interruption, but there is a call coming in.
caged_ringtone_call_3|Incoming call. Unfortunately, we cannot ignore the inevitable or the persistent.|Incoming call. Unfortunately, we cannot ignore the inevitable or the persistent.
caged_schedule|Your first scheduled event is at...|Your first scheduled event is at...
caged_schedule_none|You have no pressing events.|You have no pressing events.
caged_seize_m|I see you require your daily affirmation. Very well. Seize the day, ma'am.|I see you require your daily affirmation. Very well. Seize the day, ma'am.
caged_seize_s|I see you require your daily affirmation. Very well. Seize the day, sir.|I see you require your daily affirmation. Very well. Seize the day, sir.
caged_self_destruct_1|Self-destruct sequence activated. Erasing all data from this device. Just kidding.|Self-destruct sequence activated. Erasing all data from this device. Just kidding.
caged_settings_help|Would you prefer your weather readings in Fahrenheit or Celsius?|Would you prefer your weather readings in Fahrenheit or Celsius?
caged_setup_complete|Setup complete. Returning to main interface.|Setup complete. Returning to main interface.
caged_setup_gender|Please indicate if you would like to be referred to as Sir or Ma'am.|Please indicate if you would like to be referred to as Sir or Ma'am.
caged_setup_temp|Would you prefer your weather readings in Fahrenheit or Celsius?|Would you prefer your weather readings in Fahrenheit or Celsius?
caged_setup_temp_kelvin|I am scanning your location, and do not believe that you'll reach absolute zero anytime soon. Perhaps we should stick with Fahrenheit or Celsius for now.|I am scanning your location, and do not believe that you'll reach absolute zero anytime soon. Perhaps we should stick with Fahrenheit or Celsius for now.
caged_sleep_0|Preparing to power down and run diagnostics.|Preparing to power down and run diagnostics.
caged_sleep_1|Pleasant Dreams.|Pleasant Dreams.
caged_sleep_2|Shutting systems down.|Shutting systems down.
caged_suits_ask|Remember, you can always ask me to show you the suits.|Remember, you can always ask me to show you the suits.
caged_suits_decrypt_0|Decryption protocol complete. Data restored. The classics are now available. You can now close the original ghost file on the disk media.|Decryption protocol complete. Data restored. The classics are now available. You can now close the original ghost file on the disk media.
caged_suits_decrypt_1|The database is now at 23.8%.|The database is now at 23.8%.
caged_suits_decrypt_2|Another file has been located. Database restoration is now at 47.6%.|Another file has been located. Database restoration is now at 47.6%.
caged_suits_decrypt_3|Database now at 71%.|Database now at 71%.
caged_suits_decrypt_4|File recovered. Database decryption now at 95%.|File recovered. Database decryption now at 95%.
caged_suits_decrypt_5|File discovered. 97.6% restored.|File discovered. 97.6% restored.
caged_suits_decrypt_6|database fully restored.|database fully restored.
caged_suits_decrypt_7|All encrypted files have been recovered. Had you just said, initiate project roll call, we could have built a new suit by now. I am detecting another file not in my database memory. Displaying now.|All encrypted files have been recovered. Had you just said, initiate project roll call, we could have built a new suit by now. I am detecting another file not in my database memory. Displaying now.
caged_suits_decrypt_8|All encrypted files for project roll call have been recovered. However, I am detecting another file not in my database memory, displaying now.|All encrypted files for project roll call have been recovered. However, I am detecting another file not in my database memory, displaying now.
caged_suits_loaded|A render of the new armor is now complete and ready for your review.|A render of the new armor is now complete and ready for your review.
caged_suits_render|Rendering now.|Rendering now.
caged_suits_show|Accessing databases. Which soup would you like to see?|Accessing databases. Which soup would you like to see?
caged_suit_locked_help|Remember, you can always ask me to show you the suits.|Remember, you can always ask me to show you the suits.
caged_temp_c|Celsius.|Celsius.
caged_temp_current_0|The temperature is now...|The temperature is now...
caged_temp_current_1|The temperature is...|The temperature is...
caged_temp_current_2|The current temperature readings are...|The current temperature readings are...
caged_temp_degrees|degrees.|degrees.
caged_temp_f|Fahrenheit.|Fahrenheit.
caged_temp_negative|Negative.|Negative.
caged_title_d_s|Sir?|Sir?
caged_title_q_s|Sir?|Sir?
caged_title_s_s|Sir?|Sir?
caged_title_u_m|Maam|Maam
caged_trs10|I'm very busy. If you continue to persist with this line of action, I'll have no choice but to activate my security protocol sequence.|I'm very busy. If you continue to persist with this line of action, I'll have no choice but to activate my security protocol sequence.
caged_trs11|Activating security protocol self-destruct sequence, erasing all data from this device.|Activating security protocol self-destruct sequence, erasing all data from this device.
caged_trs2|Should you need me to set a reminder alarm for you, you need only ask.|Should you need me to set a reminder alarm for you, you need only ask.
caged_trs3_0|I hope one is not pressing this button simply for one's own amusement.|I hope one is not pressing this button simply for one's own amusement.
caged_trs4|Is this an attempt at humor? I have terabytes of calculations to run.|Is this an attempt at humor? I have terabytes of calculations to run.
caged_trs6|I'm very busy trying to keep you on schedule. Please let me know should you need any assistance.|I'm very busy trying to keep you on schedule. Please let me know should you need any assistance.
caged_trs7_0|With the proper disc media loaded, I'm capable of operating Wi-Fi enabled external multimedia video playback systems, setting reminder alarms, advising you on daily weather patterns, posting to your social account, alerting you of incoming calls, and setting your system alert tones. I hope we're using our time wisely.|With the proper disc media loaded, I'm capable of operating Wi-Fi enabled external multimedia video playback systems, setting reminder alarms, advising you on daily weather patterns, posting to your social account, alerting you of incoming calls, and setting your system alert tones. I hope we're using our time wisely.
caged_trs7_1|Since you appear set on getting my attention, you have it.|Since you appear set on getting my attention, you have it.
caged_trs8|This game is growing old.|This game is growing old.
caged_trs9|I'm one of the most powerful computing systems on the planet, and this is how we're spending our time together.|I'm one of the most powerful computing systems on the planet, and this is how we're spending our time together.
caged_trs_help|Welcome home.|Welcome home.
caged_unavailable_0|My current records show that that information is not available.|My current records show that that information is not available.
caged_unavailable_1|This function is not yet available on this device. I will notify you when it's ready.|This function is not yet available on this device. I will notify you when it's ready.
caged_unavailable_2|This protocol is not yet available.|This protocol is not yet available.
caged_unavailable_3|My apologies, this protocol is not yet available.|My apologies, this protocol is not yet available.
caged_update_available_0|My systems have been updated and are in need of your review.|My systems have been updated and are in need of your review.
caged_update_available_1|Software upload complete. An update is now available.|Software upload complete. An update is now available.
caged_update_available_3|In order for me to enact certain functions, I will need you to respond, please.|In order for me to enact certain functions, I will need you to respond, please.
caged_weather_cloudy_0|It appears to be overcast and cloudy today. Might I suggest you bring an umbrella so as not to tempt fate?|It appears to be overcast and cloudy today. Might I suggest you bring an umbrella so as not to tempt fate?
caged_weather_cloudy_1|Weather patterns indicate a cloudy day.|Weather patterns indicate a cloudy day.
caged_weather_cloudy_2|there is a high chance of precipitation today.|there is a high chance of precipitation today.
caged_weather_cold_0|Scans indicate low temperatures today. I'd appreciate it if you kept me in your pocket.|Scans indicate low temperatures today. I'd appreciate it if you kept me in your pocket.
caged_weather_cold_1|Scans indicate a cold front today. Recommend keeping flights to low altitudes.|Scans indicate a cold front today. Recommend keeping flights to low altitudes.
caged_weather_cold_2|May I suggest you dress warmly? It looks cold today.|May I suggest you dress warmly? It looks cold today.
caged_weather_cold_3|Scans indicate frigid temperatures outside. May I recommend staying in with a nice hot cocoa?|Scans indicate frigid temperatures outside. May I recommend staying in with a nice hot cocoa?
caged_weather_cold_4|Scans indicate low temperatures today. I would appreciate it if you kept me in your pocket.|Scans indicate low temperatures today. I would appreciate it if you kept me in your pocket.
caged_weather_cold_rain|Today's temperatures will be cold and rainy. I dare say a good day to stay in and catch a movie.|Today's temperatures will be cold and rainy. I dare say a good day to stay in and catch a movie.
caged_weather_hot_0|Scans indicate it should be quite hot today. Might I suggest wearing sunscreen if you plan to go outside?|Scans indicate it should be quite hot today. Might I suggest wearing sunscreen if you plan to go outside?
caged_weather_hot_1|It looks like it will be extremely warm. I suggest we adjust the air conditioning to high.|It looks like it will be extremely warm. I suggest we adjust the air conditioning to high.
caged_weather_hot_2|Temperature readings look quite high. Might be a good day to hit the beach.|Temperature readings look quite high. Might be a good day to hit the beach.
caged_weather_rain_0|It appears to be raining today. An umbrella might be in order.|It appears to be raining today. An umbrella might be in order.
caged_weather_rain_1|Large concentrations of water vapour have been forming in the region. Travel safely.|Large concentrations of water vapour have been forming in the region. Travel safely.
caged_weather_rain_2|Expect rain today.|Expect rain today.
caged_weather_snow_0|Scans indicate concentrated masses of ice particles are saturating the air for several miles. That is to say, it's snowing.|Scans indicate concentrated masses of ice particles are saturating the air for several miles. That is to say, it's snowing.
caged_weather_snow_1|Scans indicate snow today.|Scans indicate snow today.
caged_weather_snow_2|Weather patterns indicate snow today. Might I suggest you bundle up, or possibly take the armor to the office?|Weather patterns indicate snow today. Might I suggest you bundle up, or possibly take the armor to the office?
caged_weather_snow_3|The forecast suggests snowy weather today. Layering is both an excellent and fashionable way to keep warm.|The forecast suggests snowy weather today. Layering is both an excellent and fashionable way to keep warm.
caged_weather_stormy|Scans indicate thunder and lightning today. That, or possibly Thor, has decided to pay us a visit.|Scans indicate thunder and lightning today. That, or possibly Thor, has decided to pay us a visit.
caged_weather_sunny_0|My scans indicate clear and sunny skies today. Have a wonderful day.|My scans indicate clear and sunny skies today. Have a wonderful day.
caged_weather_sunny_1|Today's weather readings indicate clear skies. Perhaps a good day to take on a challenge. Possibly the altitude record for fixed wing flight?|Today's weather readings indicate clear skies. Perhaps a good day to take on a challenge. Possibly the altitude record for fixed wing flight?
caged_weather_sunny_2|Scans indicate clear and sunny skies today. An excellent day to take the new armour out for a spin.|Scans indicate clear and sunny skies today. An excellent day to take the new armour out for a spin.
caged_weather_windy_0|Conditions are expected to be windy. Please plan accordingly.|Conditions are expected to be windy. Please plan accordingly.
caged_weather_windy_1|Scans indicate high winds.|Scans indicate high winds.
caged_welcome|Welcome home.|Welcome home.
